"Date" "Frankfurt" "Berlin" "Bremen" "Munich" "Cuxhaven"
"515" 20010706 3.4 3 3.9 2.9 5.3
"516" 20010707 5.1 3.1 5.2 4.7 5.6
"517" 20010708 6.5 4.7 3.6 4.5 3.9
"518" 20010709 4 4.1 4.5 2.7 6.7
"519" 20010710 3.4 3.9 3.6 1.4 4.4
"520" 20010711 6.4 4.8 6.4 3.7 7.6
"521" 20010712 4.1 4.9 5.5 2.4 6.5
"522" 20010713 3.8 4.3 4.5 2.4 4.6
"523" 20010714 4.6 2.5 3.1 2 3.5
"524" 20010715 1.6 3.4 3.2 3.7 4.4
"525" 20010716 2 3.2 1.9 3.9 2.8
"526" 20010717 2.2 1.5 2.1 1.6 2.9
"527" 20010720 4.6 2.3 3.5 5.2 4
"528" 20010721 2.9 3.1 3.4 3.9 4.5
"529" 20010722 1.5 1.2 2.7 1.2 3.8
"530" 20010723 2.3 1.9 3.1 1.5 3.6
"531" 20010724 2.3 2.5 2.4 1.1 3.7
"532" 20010725 3.2 2.5 3.4 1.4 4.8
"533" 20010726 2.4 2.5 1.9 1.1 3.7
"534" 20010727 2 2.3 2.1 0.7 3.2
"535" 20010728 2.5 1.4 3.4 0.9 3.8
"536" 20010729 3.3 2.1 2.9 2.3 4.1
"537" 20010730 1.6 3.4 3.9 1.9 5.4
"538" 20010731 3.5 1.7 3.3 1.5 3.5
"539" 20010802 2.9 2.4 4.5 2.6 5.7
"540" 20010803 4.5 4 5.2 3.2 6.5
"541" 20010804 3.2 2.9 3.5 2.5 4.4
"542" 20010805 5 3.5 4.3 3.7 5.1
"543" 20010806 3.3 3.7 4.1 2.5 4
"544" 20010807 4.3 3.7 4.2 3.6 4.3
"545" 20010808 6.1 4.4 6.1 2.7 6.8
"546" 20010809 4.2 3.4 3.5 2.1 5.6
"547" 20010810 4.1 4.2 4.2 3.5 4.1
"548" 20010811 2.3 3.6 3.8 2 4.7
"549" 20010812 2.3 3.7 5 1.1 6
"550" 20010813 4.1 4.1 5.1 1.8 5.3
"551" 20010814 1 2.2 2.5 2.5 3.8
"552" 20010815 1.9 3.1 2.2 1.2 3.1
"553" 20010816 4.1 3.4 4.7 2.5 5.2
"554" 20010817 2.7 2.1 2.5 2 3.6
"555" 20010818 2.3 2.5 4.3 1.4 6.4
"556" 20010819 3.4 1.8 3.6 2.1 4.7
"557" 20010820 2.1 1.9 2.2 3.1 3.4
"558" 20010821 1.9 2 1.7 1.5 2.9
"559" 20010822 2.4 2.5 2.5 1.3 3.6
"560" 20010823 1.7 2.5 2.5 2 4.7
"561" 20010824 1.5 2 1.8 1.5 2.5
"562" 20010825 1.7 1.5 1.6 1.6 2.7
"563" 20010826 1.5 1.1 3.5 1.2 4.5
"564" 20010827 3.8 3.6 5.6 4 8.8
"565" 20010828 2.3 6.9 6.5 1.8 9.7
"566" 20011006 1.7 2.3 3.4 1.3 4.3
"567" 20011007 2.5 2.6 3.7 2.1 4.2
"568" 20011013 1.3 1.4 1.8 1.5 3.3
"569" 20011014 1.8 1.2 2.2 1 3.1
"570" 20011019 2.5 2.6 4 2 5.3
"571" 20011020 2.6 3.5 4.4 3.2 7.9
"572" 20011021 2.6 3.2 3.1 2.9 7.3
"573" 20011027 2.4 4.1 4.2 1.5 5.3
"574" 20011028 1.2 4.5 4.6 2.6 6.5
"575" 20011101 3 7.2 5.7 4.3 10.9
"576" 20011102 0.9 3.1 3.5 1.5 4
"577" 20011103 1.5 4.6 4.3 1.7 5.1
"578" 20011104 1.8 5 5.5 1.2 6.3
"579" 20011105 2.2 5.9 4.7 2.1 8.1
"580" 20011106 4.8 6.3 7.3 4.7 8.8
"581" 20011110 1.8 3.1 3.8 2.7 6
"582" 20011111 1.3 4.1 4.8 2.2 5.8
"583" 20011112 1.9 4.3 4.2 1.9 5.9
"584" 20011113 3.9 1.9 2.7 2.7 4.3
"585" 20011114 2.4 0.9 3 1.4 5.7
"586" 20011115 2.2 5.1 3.6 2.5 5.8
"587" 20011116 1.2 2.5 2.7 1 4.6
"588" 20011117 2.1 2.6 2.1 2 3.9
"589" 20011118 1.5 2.7 1.7 1.7 3.5
"590" 20011119 1.2 2.6 2.2 1.9 3.5
"591" 20011120 1.6 2.8 2.2 1.8 3.5
"592" 20011121 3.5 6.3 7.9 2.5 7.8
"593" 20011122 7.5 7 7.3 7.3 10.1
"594" 20011123 4.3 5.6 3.4 6.3 5.9
"595" 20011124 3.6 2.5 2.5 6.6 2.8
"596" 20011125 3.4 1.8 2.2 3.3 3.3
"597" 20011126 3.4 2.3 2.9 4.1 4.2
"598" 20011127 3.2 1.5 2.3 2.9 3.9
"599" 20011201 2.1 5.9 5 3 6
"600" 20011202 2 4.4 2.6 2.6 3.7
"601" 20011203 2.3 4 4.1 2.8 5.5
"602" 20011204 3.2 4.9 6 2.9 5.8
"603" 20011205 4.3 4.2 4.9 3.5 5.5
"604" 20011206 5.4 3.2 4.4 9.1 7.3
"605" 20011207 1.8 1.9 1.3 3 2.4
"606" 20011208 2.4 1.8 2.8 3.6 2.9
"607" 20011209 2.4 1.5 2.4 4 2.2
"608" 20011210 1.5 2.6 1.7 1.5 3.7
"609" 20011211 2.1 2 2.3 2.5 1.7
"610" 20011212 3.9 3.3 2.8 2.6 4.3
"611" 20011213 5.4 4.1 4.8 5.5 6.9
"612" 20011214 4.1 2.2 1.9 4 2.7
"613" 20011215 3.1 2.1 2.1 2.3 5.2
"614" 20011216 3.8 2.9 2.7 1.4 4.5
"615" 20011217 1.7 2.3 2.6 3 2.7
"616" 20011218 1.9 3.8 2.8 1.1 5.1
"617" 20011219 4.4 6.7 6.7 4.2 8.2
"618" 20011220 3.6 4.5 5.1 4.9 7.4
"619" 20011221 8.1 7.5 8.5 6.2 8.3
"620" 20011222 4.8 2.4 3.3 7.7 5.7
"621" 20011223 2.9 5.3 4.7 4.4 6.9
"622" 20011224 5.6 7.1 9.8 2.7 8.3
"623" 20011225 9.3 8.2 7.1 10.6 7.3
"624" 20011226 4.7 5.9 6.3 5.7 4.5
"625" 20011227 6.6 6.5 6.7 6.1 6.6
"626" 20011228 8.4 6.7 8.8 10.7 7.9
"627" 20011229 2.2 6.6 4.4 9.1 4.6
"628" 20011230 5.4 2.6 4.4 7.3 4
"629" 20011231 3.3 3.7 3 5.5 3.7
"630" 20020102 2.3 5.3 5.8 4.4 7
"631" 20020103 3.3 2.2 4.5 4 4.7
"632" 20020104 2.1 1.7 3.3 2.2 3.6
"633" 20020105 1.4 1.6 2 0.6 3.8
"634" 20020106 1.4 4 3.2 1.4 5.9
"635" 20020107 1.5 2 2.6 2.5 3.2
"636" 20020110 1.2 1.7 3 1.1 4
"637" 20020111 1.7 2.6 3.8 1 4.1
"638" 20020112 1.4 2.4 3.1 1.2 3.2
"639" 20020113 1.3 2.2 3.1 1.8 4.4
"640" 20020114 1.7 2.7 2.9 2.2 4.5
"641" 20020115 1.9 3.2 3.8 2.5 5.1
"642" 20020116 1.8 2.3 3 1.7 4.3
"643" 20020117 2.6 3.1 4.6 1.7 5.8
"644" 20020118 3.7 3.8 4.5 1.1 5.5
"645" 20020119 4.8 4.4 5.6 3.3 6.3
"646" 20020120 6.5 6.1 7.7 6.2 8
"647" 20020121 6.5 6.7 7.1 7.1 8
"648" 20020122 4.1 6 6.8 3.2 7.1
"649" 20020123 4.2 6.1 7.2 1.6 7.7
"650" 20020124 7.5 7.3 8.9 4.2 8.4
"651" 20020125 4.6 7.3 5.8 5.6 7.1
"652" 20020126 9.4 8.3 10.1 6 9.8
"653" 20020127 9 7.4 6.8 11.5 7.2
"654" 20020128 9.5 7.8 11.4 9.9 10.4
"655" 20020129 6.3 10 9.4 3.4 9
"656" 20020130 2.7 5.3 5.2 1.2 6.4
"657" 20020131 5.5 7 7 2.7 7.2
"658" 20020201 5.6 5.3 7.1 3.4 8.1
"659" 20020202 1.4 4.7 5.9 1.6 8.5
"660" 20020203 1.7 3.5 4.2 1.1 4.8
"661" 20020204 6.7 6.4 7.8 2 7.6
"662" 20020205 5.9 5.6 6.4 2 7.7
"663" 20020210 6.6 6.7 7.3 8.7 7
"664" 20020211 8.7 7.6 10 7.5 8.6
"665" 20020217 1.8 2.6 0.1 1.2 2
"666" 20020218 3.4 4.8 4.7 3.3 5.8
"667" 20020219 6.5 8 8.5 9.1 9.3
"668" 20020220 8.1 5.4 8.1 11.5 8.8
"669" 20020221 4.4 5 6.5 5.6 8.6
"670" 20020222 7 7.1 9.8 5.7 10.1
"671" 20020223 8.2 8.1 9.4 10.4 8.4
"672" 20020224 6.6 6.1 6.2 8 7.3
"673" 20020225 5.9 3.3 4.3 8.6 4
"674" 20020226 9.7 8.1 11.5 8.1 9.8
"675" 20020227 7.3 7.6 9.4 7.1 8.3
"676" 20020228 7.5 7 7.3 5.8 6.7
"677" 20020301 5.6 4.1 4.5 2.5 5.6
"678" 20020302 3.4 3.9 4.8 2.6 5.9
"679" 20020303 2 5.7 5.5 2.3 6.6
"680" 20020304 2.1 4.8 5 1.9 5.5
"681" 20020317 1.9 2.8 4 1.8 4.6
"682" 20020318 4.7 3.4 4.8 1.1 4.1
"683" 20020319 6.1 7.2 8.7 5.6 7.8
"684" 20020320 4.8 4.1 3.7 8.3 4.4
"685" 20020321 6.4 3.9 4.3 8.9 3.8
"686" 20020322 5.2 4.9 5.9 7 8.7
"687" 20020323 3.8 4.5 4.3 5.3 5.9
"688" 20020324 4.1 3.7 4.2 4 5.2
"689" 20020325 1.9 1.9 3.2 2.5 4.2
"690" 20020326 1.7 1.3 2.4 2.8 3
"691" 20020327 2.7 1.2 2 2.9 2.3
"692" 20020328 2.8 0.7 2.8 3.7 3.2
"693" 20020329 2.4 1.1 4 3.2 4.2
"694" 20020330 1.8 1.4 2 1.3 3.1
"695" 20020331 1.5 1 2.2 2 3.3
"696" 20020402 3.1 3.6 4.2 3.4 4.9
"697" 20020403 4.2 5.7 7 6.6 8.4
"698" 20020404 4.2 4.6 5.8 5.6 9.7
"699" 20020405 5.2 4.6 7.4 4.1 11.2
"700" 20020406 4.8 2.5 4 3.7 6
"701" 20020407 2.7 1.5 1.7 3.8 3.7
"702" 20020408 4.2 2.5 2.7 2.5 3.6
"703" 20020409 4.4 2.8 3 4.4 4.4
"704" 20020410 5.7 4.1 5.6 6.7 7.2
"705" 20020411 3.2 3.8 4.2 4.1 5.9
"706" 20020412 5.4 2.6 3.7 3.8 4.3
"707" 20020413 4.8 1.5 4.1 2.3 5.5
"708" 20020414 2.1 2.3 4 5 4.5
"709" 20020415 3 2.7 2.8 3.4 3.6
"710" 20020416 2.7 1.9 3.2 2.4 4.5
"711" 20020418 2 1.5 1.9 1.2 3
"712" 20020419 1.9 1.8 2.2 2.8 2.6
"713" 20020420 1.9 1.7 2 2.5 2.2
"714" 20020421 2.7 2.1 1.4 1.8 2.2
"715" 20020422 2.1 1 2 1.1 3.3
"716" 20020423 3 2.9 4.7 2.8 5.2
"717" 20020424 1.8 2.4 3.9 2.9 3.8
"718" 20020425 1.8 1.6 2.3 2.2 2.6
"719" 20020426 4.3 3.2 4.3 5.4 3.9
"720" 20020427 6.9 7.5 6.7 6.9 7.1
"721" 20020428 5.9 4.2 6.3 3.2 5.5
"722" 20020429 8.4 5.2 7.3 5.2 7.3
"723" 20020430 5 5 5.7 3 6.5
"724" 20020501 4.5 4.2 5.3 2.8 5.6
"725" 20020502 2.3 1.9 3 2.8 3.9
"726" 20020503 2.4 3.3 2.7 3.7 3.7
"727" 20020504 2.4 2.4 4.6 3.7 6.8
"728" 20020505 3.5 1.9 2.7 2.7 6.1
"729" 20020506 1.3 2.3 3.4 2.2 6.1
"730" 20020507 3.8 2 2.6 3.3 3.2
"731" 20020508 5.1 3.5 4 4 3.9
"732" 20020509 2.9 4.8 3.8 3.7 5.1
"733" 20020510 3.2 4.3 4.7 3.2 7.9
"734" 20020511 2.5 2.9 3.2 2.4 3.3
"735" 20020512 2.4 2.5 3.4 3.1 4.3
"736" 20020513 1.8 2.1 2.8 1.9 4.4
"737" 20020514 6.4 3.9 6 4.4 5.6
"738" 20020515 2.6 4.2 4.2 2.7 4.6
"739" 20020516 2 3.5 3.3 1.7 4.9
"740" 20020517 1.8 2.9 3.2 2.2 4.5
"741" 20020518 3.5 2.2 3.7 3.3 4.8
"742" 20020519 2.1 2.3 3 3.8 3.2
"743" 20020520 1.8 2.3 3.3 1.7 3.4
"744" 20020521 2.8 3.8 5.4 1.7 6.1
"745" 20020522 2.8 4.2 4.5 2.2 5.1
"746" 20020523 3.1 2.6 2.2 3.2 3.4
"747" 20020524 4.4 3.2 3.7 4.5 4.4
"748" 20020525 4.4 2.2 4.2 2.7 4.9
"749" 20020526 2.4 1.6 3.8 1.3 4.7
"750" 20020527 1.6 1.7 2.6 2.6 3.7
"751" 20020528 3.3 2.9 1.2 5.2 2.2
"752" 20020529 4.5 4 3.7 3.5 4.1
"753" 20020530 2.1 3.2 3.4 1.5 3.8
"754" 20020601 2.7 3.5 2.5 1.6 4.5
"755" 20020602 2.8 2.4 2.8 2.7 5
"756" 20020603 2.9 2.8 5.5 2.4 6.6
"757" 20020604 1.8 2.9 2.4 1.8 3.9
"758" 20020605 2.6 6.3 6.1 4.4 9.1
"759" 20020606 1.6 6.1 4.8 2.2 7.7
"760" 20020607 4.1 4.8 4.5 6.3 8.3
"761" 20020608 2.6 2.3 2.6 2.4 4.1
"762" 20020609 1.7 1.3 1.2 1.9 2.4
"763" 20020610 5.2 2.4 3.9 4.8 3.4
"764" 20020611 3.7 4.3 4.1 2.7 3.7
"765" 20020612 4.2 3.6 3 1.9 2.9
"766" 20020613 6 4.4 5.1 4.6 6.3
"767" 20020614 3.1 4.5 2.8 2.2 4.5
"768" 20020615 2.8 3.7 5 2 6.4
"769" 20020616 1.5 3.8 3.5 1.9 3.9
"770" 20020617 1.5 2.2 2.3 1.4 2.6
"771" 20020618 3.1 3.3 5.2 1.9 6.2
"772" 20020619 3.8 3.3 2.5 1.3 3.4
"773" 20020620 3.6 4.7 4.8 2.6 6.4
"774" 20020621 1.8 3.1 2.5 2.2 3.1
"775" 20020622 2.9 3 2.1 1.4 3.5
"776" 20020623 2.7 4.7 5 2.5 6.9
"777" 20020624 4.7 3.4 3.8 3.7 6.4
"778" 20020625 2.5 3.5 3.1 1.8 5.3
"779" 20020626 2.3 2.8 3 1.2 4.7
"780" 20020627 4.2 3.5 4.9 3 6.7
"781" 20020628 4.8 7 7.7 4.4 9.6
"782" 20020629 3.7 7.2 5.5 4.3 8.1
"783" 20020630 3.6 4.1 5.2 1.5 6
"784" 20020701 4.9 4.3 5.9 2.4 6.1
"785" 20020702 5.8 4.3 6.1 1.9 5.6
"786" 20020703 5.1 3.3 5.2 2.6 5
"787" 20020704 6.1 5.5 6.2 4.9 7
"788" 20020705 2.9 2.9 2.9 2.1 3.8
"789" 20020706 3.2 2.5 2.8 3 3.3
"790" 20020707 2.3 2.7 2.9 1.9 3.5
"791" 20020708 2.7 2.8 3.2 1.7 4
"792" 20020709 2.2 3.8 2.6 2.5 3.2
"793" 20020710 2.6 3 3.7 3.3 4.9
"794" 20020711 2.2 3.6 3.8 1.6 4.3
"795" 20020712 2.4 1.3 1.7 3 3.6
"796" 20020713 1.7 3.9 3.6 3.5 5.7
"797" 20020714 2 2.7 3.7 1.6 5
"798" 20020715 4.3 3.1 3.9 3.4 4.1
"799" 20020716 4.9 3.5 4.5 3.1 3.7
"800" 20020717 3 3 5.7 4.5 9
"801" 20020718 4.3 4.8 8 5.9 12.8
"802" 20020719 2.4 4.7 5.9 1.6 8.6
"803" 20020720 2 3.3 1.8 1.4 2.9
"804" 20020721 4.5 3.9 3.5 3.4 4.5
"805" 20020722 3.2 6.8 7 3.5 9.4
"806" 20020723 3.2 4.8 4.9 1.7 5.3
"807" 20020724 4.5 4.6 5.1 3.6 7.8
"808" 20020725 2.6 4.5 4.2 3.6 6.3
"809" 20020726 2.5 3.2 2.7 3.5 4.6
"810" 20020727 1.8 1.6 1.4 1.7 3.1
"811" 20020728 2.2 2.8 2.4 2.7 3.2
"812" 20020729 2 1.9 2.5 1.5 3.7
"813" 20020730 2.1 3 3.4 2 4.9
"814" 20020731 2.6 2.2 3.4 2.5 4.9
"815" 20020801 3.8 2.3 3.1 3.1 3.2
"816" 20020802 2.5 3.5 4 2.5 5.2
"817" 20020803 2.1 2 3.5 2 3.8
"818" 20020804 2.2 2.6 2.7 2.3 4.5
"819" 20020805 3.3 1.6 2 1.9 3.3
"820" 20020806 1.9 1.9 1.9 2.6 3.2
"821" 20020807 1.6 1.8 1.7 3.5 3.4
"822" 20020808 1.7 1.5 1.3 2 2.7
"823" 20020809 1.9 2.2 2.9 1.7 3.4
"824" 20020810 1.3 2.8 2.1 2.7 3.7
"825" 20020811 2.7 1.9 2 4.9 2.4
"826" 20020812 4.8 3.7 5.9 9.6 7.5
"827" 20020813 4 4.9 5.4 6.5 7.7
"828" 20020814 1.4 3.2 2.5 2.2 4
"829" 20020815 1.7 2.2 1.4 1.3 2
"830" 20020816 1.6 1.6 2 1.3 2.6
"831" 20020817 2.1 1.4 2.3 2 3.3
"832" 20020818 2 2.7 3.8 1.8 5.9
"833" 20020819 2.1 3.5 3.3 1.1 4.7
"834" 20020820 3.2 3.9 2.6 1.8 4.5
"835" 20020821 3.8 2.8 2.4 2.4 2.1
"836" 20020822 1.7 1.3 2.6 1.8 3.2
"837" 20020823 2 1.1 1.9 1.3 3.6
"838" 20020824 2.2 2.9 1.6 0.6 2.8
"839" 20020825 2.5 2.5 2.4 2 3.6
"840" 20020826 4.1 2.7 2.6 2.2 3.6
"841" 20020827 3.1 3.1 3.1 3.2 5.5
"842" 20020828 1.3 1.9 4.2 1.5 6.1
"843" 20020829 1.4 1.8 2 1.1 2.5
"844" 20020830 1.1 1.4 2.4 1.5 3.3
"845" 20020831 2.3 2 4.7 1.5 6.6
"846" 20020901 5.1 2.7 3.7 4 6.4
"847" 20020902 3.4 1.9 2.4 4.2 3.3
"848" 20020903 2.5 4.6 3.8 2.1 6.8
"849" 20020904 2.2 3.4 2.1 1.7 3.2
"850" 20020905 2.2 2 1.6 2.2 2.8
"851" 20020906 2.1 1.6 3.6 1.2 4.4
"852" 20020907 1.6 1.5 3.6 1.9 4.5
"853" 20020908 1.6 2.7 3 1.3 4.7
"854" 20020909 3.3 3.4 4.9 2.2 8
"855" 20020910 2.7 3.1 4.1 4.1 3.7
"856" 20020911 2.2 3.4 3.6 1.4 6.4
"857" 20020912 4.3 2.9 4.1 3.3 5.5
"858" 20020913 2.8 1.6 2.9 3.1 4.5
"859" 20020914 2.9 3.2 4.3 2 7
"860" 20020915 3.1 3.2 3.9 3.1 6.2
"861" 20020916 1.4 2.8 3.3 1.5 5.3
"862" 20020917 1.3 3.3 4.3 1 5
"863" 20020918 2.1 4.8 3.8 1 6.1
"864" 20020919 2 2 1.3 2 2
"865" 20020920 2.6 2.1 2.6 2.5 4.5
"866" 20020921 1.4 2.8 2.7 1.6 3.1
"867" 20020922 2.3 2.1 4.2 2.1 5.6
"868" 20020923 5.8 4.2 5.9 1.9 9.2
"869" 20020924 6.9 2.7 3 4.2 3.7
"870" 20020925 3.2 2.3 3 4.2 3.8
"871" 20020926 3.1 3.8 3.2 5.2 5.3
"872" 20020927 2.8 2.9 2.9 4.6 3.5
"873" 20020928 1.3 2.2 1.9 0.9 3
"874" 20020929 1.3 1.5 1.3 1.5 2.7
"875" 20020930 2.1 1.4 1.7 1.7 2.9
"876" 20021001 1.5 0.6 1.4 1 2.5
"877" 20021002 1.4 1.3 1.4 1 2.5
"878" 20021003 2.2 2.1 2.6 2.5 4.1
"879" 20021004 2.6 4.5 4.3 3.3 7.9
"880" 20021005 4 5.2 4.8 3.7 5.5
"881" 20021006 4.3 4 5.7 5.6 8.9
"882" 20021007 1.7 2.9 1.8 1.9 4.1
"883" 20021008 2.5 3.3 2.8 2.1 5.2
"884" 20021009 3.4 2.5 5.1 4.2 8.4
"885" 20021010 4 4.1 6.8 4.8 10.6
"886" 20021011 4.3 4.5 6.1 3.3 10
"887" 20021012 2.6 5.4 6.1 1.4 11.8
"888" 20021013 2 2.8 5.3 1.3 9.6
"889" 20021014 5.2 2.4 4.5 2.5 8.9
"890" 20021015 3 3 2.5 1.8 3
"891" 20021016 4 2.9 3.5 1.8 4.4
"892" 20021017 3.8 6 8.2 3.3 7
"893" 20021018 4.6 5.3 4.2 6.9 2.4
"894" 20021019 4.1 4.3 3.6 4.9 2.7
"895" 20021020 1.6 3.4 3.4 1.5 3.4
"896" 20021021 2.4 3.3 3.8 1.5 6.8
"897" 20021022 4.6 2.3 4.1 2.9 4.5
"898" 20021023 7.3 6.3 6.9 5.7 6.7
"899" 20021024 3.8 4.4 5.5 4 5.7
"900" 20021025 5.4 4.6 5.7 2.7 6
"901" 20021026 7.7 8.5 9.4 10.1 7
"902" 20021027 10 8.2 11.2 7.9 9.9
"903" 20021028 6.6 9.1 9 8.7 9.7
"904" 20021029 1.4 4 3.5 2 3.5
"905" 20021030 2.4 1.9 1.3 2.4 2.6
"906" 20021031 1.5 1 1 2 2.8
"907" 20021101 1.9 2.5 1.7 1.7 3.4
"908" 20021102 3.2 2.7 5.5 4.7 10.7
"909" 20021103 3 5.4 7.1 3.2 11.6
"910" 20021104 3.2 3.8 3.4 5.6 8.1
"911" 20021105 1.6 2.3 3.7 2.6 4.9
"912" 20021106 1.7 3.7 4.2 1.6 6.2
"913" 20021107 2.6 3.7 3.1 3.2 4
"914" 20021108 5.4 4.3 5.6 5.4 5.8
"915" 20021109 6.1 5.9 6 7.4 8
"916" 20021110 1.8 2.6 2.4 2.7 3.9
"917" 20021111 3.4 2.3 2.6 6.8 5.4
"918" 20021112 3.1 3.1 4.6 2.1 5.5
"919" 20021113 3.6 4.2 4.3 1.3 4.7
"920" 20021114 2.3 2.6 3.9 2.7 4.2
"921" 20021115 1.7 0.8 1.7 2 2.7
"922" 20021116 2.7 2.5 3 3.3 4.3
"923" 20021117 3.5 6.6 3.5 2.4 4.8
"924" 20021118 1.5 1.8 2.1 1.1 3.2
"925" 20021119 2.8 3.5 2.6 4.7 4.5
"926" 20021120 2.2 1.4 3.9 1.9 6.9
"927" 20021121 2.3 3.4 5.1 2.7 10.7
"928" 20021122 2.3 2.6 3.4 4.9 7.1
"929" 20021123 1.2 1.3 1.8 2.2 2.9
"930" 20021124 1.6 2.5 2.2 2.1 4
"931" 20021125 1.8 2.3 3.4 1.9 4.8
"932" 20021126 2.4 3.1 3.8 1.6 3.2
"933" 20021127 2.4 2.4 3.6 1.8 4.4
"934" 20021128 1.1 3.9 4.2 1.6 5.4
"935" 20021129 2.1 2.3 1.1 2.6 2
"936" 20021130 2.8 2.5 2.4 4.8 2.8
"937" 20021201 2.8 1.5 3.4 1.8 4.8
"938" 20021202 3.5 3.5 3.8 1.7 4.3
"939" 20021203 1.6 3 3.2 1.8 5.6
"940" 20021204 1 2.7 3.3 1.8 5.2
"941" 20021205 3.9 3.3 4.5 1.9 7
"942" 20021206 5.1 4.1 5.6 4.2 8.8
"943" 20021207 5.5 5.8 6.9 5.7 13.2
"944" 20021208 5.2 5.1 6.7 6.3 13.7
"945" 20021209 5.5 4.3 5.8 6.5 10.2
"946" 20021210 3.2 2.9 5 3.5 9.1
"947" 20021211 3.3 2.8 5.3 4 10.2
"948" 20021212 2.1 3.5 4.7 2.4 9.8
"949" 20021213 1.2 2.5 4 1.4 8.4
"950" 20021214 2.4 4.8 5 3.2 10.4
"951" 20021215 2.5 5.9 7.1 2.7 13.2
"952" 20021216 2.5 4 4.7 2.3 9.8
"953" 20021217 3.7 2 3.6 2.8 5.2
"954" 20021218 2.9 3.2 2.4 2.5 4.7
"955" 20021219 1.7 2 1.8 2.3 3
"956" 20021220 1.6 2.5 1.3 1.8 2
"957" 20021221 1.7 3 1.5 4.2 3
"958" 20021222 3.4 4.4 5.7 3.3 7.3
"959" 20021223 2.6 5.1 6.1 4.4 9.6
"960" 20021224 1.1 6.8 4.8 2.8 8.6
"961" 20021225 1.6 4.4 2.5 2.8 3.1
"962" 20021226 1.8 3.6 3.9 2.8 4.4
"963" 20021227 1.3 3 3.2 2.7 4.5
"964" 20021228 2.1 2.3 3.2 2.6 4.1
"965" 20021229 4.7 4.6 4 5.7 4.9
"966" 20021230 7.9 2.5 4.3 9.9 7.6
"967" 20021231 4.6 4 5.6 4.1 8.1
"968" 20030101 3.3 3.7 4.3 2.2 5.1
"969" 20030102 6.9 3.5 4.5 9.6 5
"970" 20030103 7 2.1 2.8 9.3 4.9
"971" 20030104 5.7 2.2 4.9 4 6.9
"972" 20030105 3.3 2.3 3.9 3.2 5.7
"973" 20030106 3.2 3.3 4.1 2.4 8.2
"974" 20030107 3.9 1.3 1.5 1.8 3.2
"975" 20030108 3.7 0.4 2.4 4.2 2.6
"976" 20030109 4.1 0.8 1.7 3.4 2.3
"977" 20030110 2.6 1.6 1 1 2.3
"978" 20030111 3.3 1.6 2.4 2.3 3.7
"979" 20030112 1.5 5.8 5.8 0.6 6.3
"980" 20030113 6 6.3 7 5 7.3
"981" 20030114 5 7.4 8.3 6 9.2
"982" 20030115 4.6 7.3 8.2 1.7 8.3
"983" 20030116 4.4 7.5 7.3 2.9 7.8
"984" 20030117 1.6 4.2 5.2 1.9 6.1
"985" 20030118 2.6 3.5 5.3 1 5.6
"986" 20030119 2.9 4.4 5.6 1.4 6
"987" 20030120 4 3.9 5.8 1.4 6
"988" 20030121 3.3 4.1 4.6 2.2 4.7
"989" 20030122 4.3 3.1 4.5 2.4 4.5
"990" 20030123 3.9 1.3 3.9 5 5.4
"991" 20030124 2.4 2.4 2.9 3.3 4.2
"992" 20030125 1.6 3.5 5.4 1.5 6.5
"993" 20030126 3.8 4.9 5.7 3.5 6.1
"994" 20030127 5.2 6.1 6.3 6.4 8
"995" 20030128 7.7 8.3 8.8 8.7 8.5
"996" 20030129 5.1 4.5 5.3 6.8 6.2
"997" 20030130 3.7 2.4 6.3 4.3 7.5
"998" 20030131 3.2 2.2 4.7 4.4 6
"999" 20030201 2.8 2.7 4.1 2.5 5.2
"1000" 20030202 5 4.6 5.7 2.3 6.7
"1001" 20030203 5.4 4.7 5.9 6.1 5.4
"1002" 20030204 3.4 4.3 5.7 2.7 4.1
"1003" 20030205 4.9 2 3.1 6.2 3
"1004" 20030206 3.2 3.1 2.2 4.3 3.4
"1005" 20030207 3.4 2 2.8 3.6 4.5
"1006" 20030208 2.5 2.1 2.5 3.3 3.2
"1007" 20030209 2.3 3.9 4.9 2.5 5.2
"1008" 20030210 1.8 3.6 3.6 1.4 4.3
"1009" 20030211 1.9 3.6 4.3 2.2 4.1
"1010" 20030212 2.5 3.5 4 3.6 5.2
"1011" 20030213 2.9 2.7 4.1 1.4 6.1
"1012" 20030214 3.1 1.9 3.1 1.3 4.4
"1013" 20030215 3.7 3.3 3.6 1.1 5.2
"1014" 20030216 4.8 3.2 4.2 4.7 5.5
"1015" 20030217 4.4 1.3 2.2 4.7 2.7
"1016" 20030218 3.2 1.4 3.4 3.2 5.1
"1017" 20030219 3.2 1.9 4.5 3.4 6.4
"1018" 20030220 3.5 2.2 4.9 1.9 6.1
"1019" 20030221 2.7 4.3 5.3 2.5 5.6
"1020" 20030222 2.4 3.9 4.7 1.5 6
"1021" 20030223 1.6 3.4 3.9 1 3.8
"1022" 20030224 2.3 2.2 2.3 1 2.8
"1023" 20030225 2.3 2.6 3.4 1.3 5
"1024" 20030226 2 2.5 3.1 1.6 6.1
"1025" 20030227 1.8 1.2 2.6 1.1 4.3
"1026" 20030228 1.7 2.3 3.2 0.9 5.8
"1027" 20030301 1.9 3.4 2.8 1.2 3.8
"1028" 20030302 3.3 4.9 4.2 2.3 7.4
