"Date" "Frankfurt" "Berlin" "Bremen" "Munich" "Cuxhaven"
"2024" 20051230 3.1 3 5.7 1.4 6
"2025" 20051231 3.4 2.9 4.4 2.5 5.1
"2026" 20060101 2.9 2 2.7 2.1 3.9
"2027" 20060102 2.3 1 2.5 2.2 3.9
"2028" 20060103 1.5 1.9 1.3 2.5 2.6
"2029" 20060104 2.4 2.4 2.6 3.2 5
"2030" 20060105 3.7 5.3 5.2 4.7 10.1
"2031" 20060106 2.5 5.2 5.1 1.7 10.3
"2032" 20060107 2.1 4.9 4.3 1.4 9.1
"2033" 20060108 2 3.6 4.5 1.9 7.1
"2034" 20060109 1.6 2.6 2.9 1.4 4.7
"2035" 20060110 1.9 2.7 3.4 1.4 5.1
"2036" 20060111 2.8 3.1 5.4 0.9 6.8
"2037" 20060112 1.7 1.8 2.8 1.6 4.1
"2038" 20060113 1.7 4 4.3 2.1 4.5
"2039" 20060114 1.6 3.4 2.8 1.5 3.8
"2040" 20060115 2 3.9 2.9 1.4 4
"2041" 20060116 1.2 2.7 2.9 1.3 4.4
"2042" 20060117 3.3 4 4.2 2.1 5.1
"2043" 20060118 4.5 2.7 5.1 7.2 5.1
"2044" 20060119 2.1 2.2 3.2 2.4 4.4
"2045" 20060120 4.7 3.8 4.8 2.8 5.3
"2046" 20060121 5.4 3.6 6.4 6.7 7.4
"2047" 20060122 3.7 3.5 5 3.5 7.2
"2048" 20060123 2.9 3.1 4.6 4 5.8
"2049" 20060124 2.2 2.4 3.2 3.5 4.5
"2050" 20060126 4.5 2.1 5.2 3.3 8.9
"2051" 20060127 3.3 1.7 2.3 3.1 5.7
"2052" 20060128 3.4 0.7 2.9 4 3
"2053" 20060129 3.5 0.8 1 3.2 3.2
"2054" 20060130 3.2 2.5 3 2 4.6
"2055" 20060201 1.5 3.9 1.8 0.5 3.2
"2056" 20060202 1.2 3 3.1 0.9 3.9
"2057" 20060203 2 2.3 2.8 0.9 3.2
"2058" 20060204 1.1 2.5 3 1.1 5.5
"2059" 20060205 1.9 0.8 1.9 1.4 2.8
"2060" 20060206 2.2 2.8 3.4 2.6 5.3
"2061" 20060207 5 5.9 7.3 8 8.3
"2062" 20060208 6.8 5.7 8.4 7 9.2
"2063" 20060209 7 8.2 8.2 8.6 11
"2064" 20060210 5.2 3.5 5 9 7.5
"2065" 20060211 1.2 2.3 1.4 1.8 1.8
"2066" 20060212 1.7 2.1 2.4 1.1 3
"2067" 20060213 1.4 1.7 2.9 0.9 2.7
"2068" 20060214 1.8 2 3.1 1.1 4
"2069" 20060215 5.1 4.3 5 2.1 5.6
"2070" 20060216 4.6 2.5 2.8 3.4 3.4
"2071" 20060217 6.5 2.6 3.8 6.5 3.3
"2072" 20060218 5.2 4.2 2.9 2.3 2.8
"2073" 20060219 3.2 2.7 2.1 3.1 2.4
"2074" 20060220 2.7 3 5.4 2.9 6.2
"2075" 20060221 4.3 3.7 6 2 9.8
"2076" 20060222 4.8 3.2 4.9 3.9 6.7
"2077" 20060223 4 1.7 2.3 3.5 2.6
"2078" 20060224 5.6 4.8 6.4 7.2 10.2
"2079" 20060225 6.3 3.7 5.5 4.7 8.4
"2080" 20060226 4.1 2.3 4 2.7 4.7
"2081" 20060227 2.6 2.3 1.9 1.7 2.7
"2082" 20060228 5.3 4.1 3.6 3.3 4.1
"2083" 20060301 5.9 4.2 5.4 6.4 5.1
"2084" 20060302 3.9 5 6.8 4.5 6.8
"2085" 20060303 2 3.3 3.9 3.6 5.1
"2086" 20060304 1.6 3.3 4.5 2.4 4.6
"2087" 20060305 3.3 5.5 4.9 3.1 4.3
"2088" 20060306 4.7 2.5 4.9 5.9 5
"2089" 20060307 3.6 2.5 2.9 5.1 3.6
"2090" 20060308 1.2 3.8 5.4 1.4 5.3
"2091" 20060309 4.6 3.7 3.7 7.5 8
"2092" 20060310 5.6 2.3 3.6 5.5 11.1
"2093" 20060311 4.5 3.9 6.9 5.2 10.9
"2094" 20060312 4.5 3.3 3.8 4.6 5.1
"2095" 20060313 3.5 2.4 2.6 3.1 3.7
"2096" 20060314 2.4 1.8 4.1 2.2 5.9
"2097" 20060315 3.5 2.4 4.8 2.7 6.7
"2098" 20060316 3.4 3.1 4.4 2.6 8.4
"2099" 20060317 3.6 3.4 4.4 1.7 6.5
"2100" 20060318 3.5 2.5 2.3 3.9 3
"2101" 20060319 2.3 4.2 3.5 2.2 5.1
"2102" 20060320 2 3 4.9 1.2 5.8
"2103" 20060321 4.1 1.6 3.1 1.5 3.7
"2104" 20060322 4.5 2.1 2.5 2.8 3.6
"2105" 20060324 2.1 4.6 5.6 3 7.9
"2106" 20060325 5.2 2.2 2.9 5.1 7.5
"2107" 20060326 4.9 3.1 5 4.5 4.7
"2108" 20060327 4.3 2.9 4.8 2.4 4.8
"2109" 20060328 5.5 4.3 6.1 3.7 6.8
"2110" 20060329 5.4 4.5 5.8 7.1 6.5
"2111" 20060330 5.3 4.3 4.9 3.8 5.8
"2112" 20060331 7.5 7 7.5 7.4 6.7
"2113" 20060401 4 4.6 4.6 3.6 4.9
"2114" 20060402 4.6 4.3 4.5 4.8 3.9
"2115" 20060403 4.7 5 5 6 5.6
"2116" 20060404 3.2 3.2 5.6 4.2 7
"2117" 20060405 4.8 4.4 4.7 3.4 7.3
"2118" 20060406 1.6 3.6 5.2 1.7 5.6
"2119" 20060407 3 3.6 4.8 1.3 5.4
"2120" 20060408 4.9 4.6 5.7 3 6
"2121" 20060409 3.3 5.3 6.6 3.1 8.3
"2122" 20060410 4.3 1.9 4.1 3.7 6.1
"2123" 20060411 3.1 2.8 3.5 3.6 4.7
"2124" 20060412 4.2 2.9 3.7 4.2 4.5
"2125" 20060413 5.4 4.8 5.8 7.1 6.5
"2126" 20060414 5.2 5.1 6.5 7.6 7.6
"2127" 20060415 3.4 2.9 2.9 2.4 4
"2128" 20060416 6 3.8 3.8 7.6 4.6
"2129" 20060417 3.3 3.6 5 2.9 5.9
"2130" 20060418 2.3 4.3 4.5 1.7 5.1
"2131" 20060419 1.7 2.3 3.7 1.4 3.8
"2132" 20060420 1.7 2.6 2.4 1.3 3.1
"2133" 20060421 2 2.2 2 1.4 2.3
"2134" 20060422 2.8 1.8 3.1 2.6 5
"2135" 20060423 2 1.9 2.2 3.2 2.4
"2136" 20060424 2.3 1.9 2.1 1.6 2.1
"2137" 20060425 2 1.8 3 1.9 3.2
"2138" 20060426 2.4 2.2 3 2.3 3.3
"2139" 20060427 3.8 2.3 4.5 3.3 5.1
"2140" 20060428 4.1 3.2 4.4 3.3 6.1
"2141" 20060429 4 2.2 4 3.1 6
"2142" 20060430 3.2 2.6 3.6 2.3 3.8
"2143" 20060501 2.6 2.9 4.6 1.6 5
"2144" 20060502 2.2 2.8 3.3 1.8 3.9
"2145" 20060503 2.2 3.1 4.1 2.6 4.3
"2146" 20060504 3.1 4.3 5.4 4.9 6.6
"2147" 20060505 2.6 3.9 5.7 3.2 7.5
"2148" 20060506 3.3 3.1 4.4 3.8 7.6
"2149" 20060507 3.3 3.2 4.7 4.7 7.4
"2150" 20060508 3.4 3 4.9 5.3 7.3
"2151" 20060509 3.3 3.3 5 5.4 6
"2152" 20060510 2.4 3.5 3.6 2.8 4.1
"2153" 20060511 2.2 1.4 2.6 1.6 2.5
"2154" 20060512 2.5 1.8 2 1.6 2.3
"2155" 20060513 3.6 2.5 2.5 4.1 3.9
"2156" 20060514 3.2 3.2 4.3 4.1 5.3
"2157" 20060515 2.3 1.7 2.7 1.7 3.6
"2158" 20060518 3.4 3.3 5.7 3.3 6
"2159" 20060519 8 5.2 6.6 6.4 6.2
"2160" 20060520 6.3 6.2 6.1 4.2 5.5
"2161" 20060521 4.9 6.4 5.1 5.2 5.2
"2162" 20060522 3.2 4 5.9 3.4 6
"2163" 20060523 6.5 6.9 6.2 3.8 7.2
"2164" 20060524 5.3 5.1 6 2.5 5.7
"2165" 20060525 4.6 4.6 3.8 5.3 5.3
"2166" 20060526 4.4 4.1 2.8 6 4.1
"2167" 20060527 5.3 2.9 4 6.7 4.5
"2168" 20060528 4.9 6.9 7.3 6.6 9.4
"2169" 20060529 2.3 4.9 4 4.1 6.5
"2170" 20060530 4.5 3.9 6.2 5.8 8.1
"2171" 20060531 4 3.6 6.5 5.2 7.7
"2172" 20060602 3.1 1.7 2.8 2.6 4.3
"2173" 20060603 1.9 2.6 3.9 3.8 5.5
"2174" 20060604 4 4.4 6.1 5 8.3
"2175" 20060605 2.5 3.3 4.5 3.5 5.8
"2176" 20060606 2.5 1.9 3.7 2.4 5.1
"2177" 20060607 1.5 1.5 2.4 2.1 3.7
"2178" 20060608 1.8 2.3 2.2 2.1 2.9
"2179" 20060609 2 2 1.7 1.4 3
"2180" 20060610 2.2 2.3 2.2 1.9 4
"2181" 20060611 3.1 1.8 4 4.4 3.5
"2182" 20060612 2.7 2.1 3.8 3.1 3.6
"2183" 20060613 1.9 2.1 2.4 1.5 3.2
"2184" 20060614 2 2.6 3.9 1.5 7.2
"2185" 20060615 2.5 1.9 3.1 1.2 4.3
"2186" 20060616 3.2 2.4 3.1 3.2 3.4
"2187" 20060617 2.1 3.6 2.9 2.8 3
"2188" 20060618 1.9 2.5 2.1 1.6 2.4
"2189" 20060619 3.9 3.3 3.4 2.6 3.5
"2190" 20060620 2.6 2.1 3 1.6 3.8
"2191" 20060621 5 3.6 4.4 2.6 4.9
"2192" 20060622 5.5 3.9 5.4 3.2 5.7
"2193" 20060623 1.7 2.2 2.7 2 3.9
"2194" 20060624 2.1 2.1 2.2 1.7 2.9
"2195" 20060625 2.8 3.1 2.9 2.2 4
"2196" 20060626 4.7 5.1 4.3 2.1 4.8
"2197" 20060627 2.3 4.1 4.6 2.1 4.6
"2198" 20060628 3.5 3 2.6 2.4 4
"2199" 20060629 3.1 2.6 3.2 2.3 3.9
"2200" 20060630 2.3 2.1 3.1 2.1 5.3
"2201" 20060701 2.8 2.4 3.1 2.5 4.2
"2202" 20060702 3.2 3.4 3.9 3.8 5.3
"2203" 20060703 3 3.9 4.3 3.6 5.5
"2204" 20060704 2.2 3.4 3.9 1.8 5.2
"2205" 20060705 3.2 4.2 2.8 2.1 4.4
"2206" 20060706 3.4 2.9 2.4 3.1 3
"2207" 20060707 2.3 2.3 2.4 4.1 3.3
"2208" 20060708 2.5 2.2 2.6 2.6 3
"2209" 20060725 2.5 2 3.4 2.1 4.6
"2210" 20060726 2.2 1.9 3 1.6 4.1
"2211" 20060727 2.5 2 2.4 2 3.5
"2212" 20060728 2.5 3.4 2.6 2.3 3
"2213" 20060729 1.8 2.4 3.2 4.1 4
"2214" 20060730 2.7 1.7 2.6 1.6 2.8
"2215" 20060731 1.7 3.5 3.5 2.2 4.1
"2216" 20060802 6 5.3 5.2 4.3 4.6
"2217" 20060803 2.3 2.2 3.4 2.4 3.4
"2218" 20060804 1.8 2.3 2.4 3.9 3.4
"2219" 20060805 2.3 3.3 3.7 3.8 5.2
"2220" 20060806 4 2.9 5.2 6.7 7.9
"2221" 20060807 4.3 3.7 5.9 5.9 8.4
"2222" 20060809 2.7 3.4 3.2 1.4 4.1
"2223" 20060810 3.8 2.2 3.3 2.7 3.4
"2224" 20060811 2.7 1.8 2.2 2.8 2.4
"2225" 20060812 2.6 1.5 1.6 2.6 2.3
"2226" 20060813 1.4 1.5 2 2.9 3.7
"2227" 20060823 1.6 4 3.6 1.9 4.3
"2228" 20060824 3.6 1.6 2.4 2 3.3
"2229" 20060825 3.8 1.3 1.4 4.3 1.8
"2230" 20060826 2.7 1.2 1.9 3.3 2.3
"2231" 20060829 5 4.3 5.4 6.6 5.2
"2232" 20060830 3.9 5.2 5.3 6.6 6.3
"2233" 20060831 3.2 4.9 4.7 4.7 5.4
"2234" 20060901 2.7 3.7 4.5 1.3 4.9
"2235" 20060902 3.1 2.8 3.4 2.1 3.7
"2236" 20060903 6.8 5 7.6 5.4 7.6
"2237" 20060904 5.8 7.4 7.6 6.9 9
"2238" 20060905 2 5.7 3.9 3.7 5.7
"2239" 20060906 1.5 2.7 3.1 1.7 4.5
"2240" 20060907 3.3 3 4.6 2.3 6.3
"2241" 20060908 2.8 5.1 5.3 2.9 9.2
"2242" 20060909 2.7 2.5 2 3 3.3
"2243" 20060910 2.4 1.6 3.6 2.1 5.6
"2244" 20060911 1.9 2.8 3.2 1.8 4.1
"2245" 20060912 2.1 3.3 2.8 1.6 3.3
"2246" 20060913 1.8 3.4 2.7 1.4 3.2
"2247" 20060914 2.4 3.5 3.2 2.6 4.7
"2248" 20060915 3 5.2 5.7 3.2 8.9
"2249" 20060916 2.1 5.4 4.8 2.4 8
"2250" 20060917 2.1 3.3 2.1 2.2 4.1
"2251" 20060918 3.5 2.3 3 3 3.4
"2252" 20060919 3.6 3.2 4.2 4.5 4.7
"2253" 20060920 1.3 2.5 3.2 1.5 3.9
"2254" 20060921 2.3 2.8 3.7 2.5 4.1
"2255" 20060922 2.2 4.2 4.2 1.9 4.2
"2256" 20060923 2.5 4.7 3.1 2.9 4
"2257" 20060924 1.9 4.8 2.7 1.4 4.2
"2258" 20060925 2.3 4.7 2.2 1.8 4.3
"2259" 20060926 2.8 2.1 3.1 3.7 3
"2260" 20060927 1.6 2.2 2.6 1.9 3.3
"2261" 20060928 1.2 1.3 2.6 1.2 2.9
"2262" 20060929 1.7 1.9 2.6 0.9 3.2
"2263" 20060930 2.1 2.5 2 1.5 2.9
"2264" 20061001 2.7 1.8 3.1 2.8 3.2
"2265" 20061002 4.1 5.4 6.1 2.5 5.9
"2266" 20061003 2.1 3 3.6 2.9 3.8
"2267" 20061004 4.1 3.8 4.6 4.7 3.3
"2268" 20061005 3.9 3.4 4 3.3 4.1
"2269" 20061006 5.8 4.9 6.7 2.9 6.7
"2270" 20061007 4.8 5.7 6.7 4.1 7.8
"2271" 20061008 1.7 4.9 3.8 1.7 5.5
"2272" 20061009 1.9 1.8 2.4 1 3
"2273" 20061010 1.9 0.6 1.6 1.6 2.5
"2274" 20061011 1.7 1.9 3.7 1.1 8.1
"2275" 20061012 1.5 1.5 1.7 1.1 4.7
"2276" 20061013 2.4 2.3 2.6 1.5 4.3
"2277" 20061014 3.9 2.5 3.9 3.7 6.4
"2278" 20061015 3.4 1.4 3.8 2.9 5.4
"2279" 20061016 2.9 1.1 3.8 3.5 4.4
"2280" 20061017 1.9 2.4 3.2 1.2 3.8
"2281" 20061018 1.5 2.6 2 1.1 3.2
"2282" 20061019 1.7 2.7 2.8 1.3 2.7
"2283" 20061020 3 2.1 3.5 1.8 3.2
"2284" 20061021 3.9 2.7 3.7 1.3 3.9
"2285" 20061022 3.3 3.2 5 1.5 4.8
"2286" 20061023 5 4.5 5.1 1.5 4.9
"2287" 20061024 8.6 6.8 6.2 5 5
"2288" 20061025 2.2 4.2 3.9 2.1 3.9
"2289" 20061026 1.7 4.7 5.2 2 5.6
"2290" 20061027 3.6 6.4 6.5 2.6 7
"2291" 20061028 3.6 3.8 4 3.1 4.6
"2292" 20061029 5.7 4.9 5.7 7.3 6.6
"2293" 20061030 1.6 3.1 2.7 2.2 3.8
"2294" 20061031 3.8 6 7.2 3.1 8.6
"2295" 20061101 5.7 8.2 7.3 7.6 13.9
"2296" 20061102 3.7 4 3.8 6.7 5.6
"2297" 20061103 2.5 2.1 2.2 3.7 3.9
"2298" 20061104 3 4.4 5.1 5.8 5.9
"2299" 20061106 3.7 6.7 6.2 4.7 5.9
"2300" 20061107 1.8 4.1 3.8 1 5.4
"2301" 20061108 4.2 3.8 4.7 3.5 5.3
"2302" 20061109 5.6 7.4 7 6 9.9
"2303" 20061110 1.7 3.6 3.3 2.8 5.1
"2304" 20061111 4.7 5.7 6.7 5 7
"2305" 20061112 6.1 7.6 7.3 9.2 9.9
"2306" 20061113 6.4 6.1 6.8 8.3 6.5
"2307" 20061114 5.4 5.2 4.8 5.4 5.8
"2308" 20061115 3.1 4.6 4.7 1.5 4.5
"2309" 20061116 1.3 3.4 4.6 1.5 4.9
"2310" 20061117 3 3 4.1 1.6 3
"2311" 20061118 3.4 2.1 3.8 2 4.4
"2312" 20061119 3 3.1 2.3 1.4 2.8
"2313" 20061120 4.5 4.4 6.1 2.5 5.8
"2314" 20061121 4.5 4.2 4 2.4 3.9
"2315" 20061122 4.1 1.8 4.6 3.7 4.7
"2316" 20061123 5 4.9 5.5 1.2 5.6
"2317" 20061124 2.4 3.2 4.7 1.8 4.8
"2318" 20061126 1.9 1.9 3.4 1.9 4.4
"2319" 20061127 1.9 1.7 2.5 1.7 3.4
"2320" 20061128 1.8 2.2 2.9 1.7 3.6
"2321" 20061129 1.5 1.9 2.9 1.3 3.5
"2322" 20061130 2.3 2.2 3 2.9 4.3
"2323" 20061201 1 3.3 3.9 1.6 4.8
"2324" 20061202 1 3.9 4.5 1.9 4.7
"2325" 20061203 4.5 4.3 5.8 2 5.4
"2326" 20061204 6.6 5.4 6.2 3.5 6.4
"2327" 20061205 6.2 6 7.8 3.8 7.7
"2328" 20061206 5.1 5.4 7 2.7 7
"2329" 20061207 5.5 5.9 8.3 2.3 7.5
"2330" 20061208 4.7 5.3 7.2 2.5 6.1
"2331" 20061209 3.4 3.5 5 4.3 5.1
"2332" 20061210 2.4 3.4 3.4 3.2 4.4
"2333" 20061211 4.6 5.1 7.4 1.3 7.3
"2334" 20061212 4.6 4.4 5.3 3.1 5.7
"2335" 20061213 5.5 6.2 7.3 2.9 7.1
"2336" 20061214 4 6.6 9 1.2 8.6
"2337" 20061215 1.9 4 5.9 0.9 6.8
"2338" 20061216 3 4.9 4.7 1.2 4.8
"2339" 20061217 3.2 4.7 4.2 2.7 4.7
"2340" 20061218 1.7 3.3 1.8 1.9 2.3
"2341" 20061219 2.6 2.8 1.5 2.4 3.1
"2342" 20061220 1.6 3.8 3.7 1.1 5.5
"2343" 20061221 1.7 1.4 1.8 2.1 2.5
"2344" 20061222 2.3 2.6 1.6 3.2 3.1
"2345" 20061223 2.6 2.7 1.2 3 2.3
"2346" 20061224 1.7 3 2 2 2.9
"2347" 20061225 2.9 0.9 2 2.7 2
"2348" 20061228 3.9 3.8 4.2 1.1 2.9
"2349" 20061229 1.3 2.2 3.4 2 4
"2350" 20061230 2 4.5 7.1 1.7 7
"2351" 20061231 7.4 8.4 9.6 5.2 8.9
"2352" 20070101 6.1 7.8 9.4 8.8 9.3
"2353" 20070102 4.2 6.2 6.1 5.8 6.1
"2354" 20070103 4.6 5.5 5.7 5.5 6.3
"2355" 20070104 7 6.9 8.5 5.4 8.1
"2356" 20070109 6.7 5.8 8.6 5.3 8.3
"2357" 20070110 5.5 7.7 9.1 2.9 8.2
"2358" 20070111 9.1 9.5 10.7 9.1 10
"2359" 20070112 7.9 9.2 10 9.9 9.9
"2360" 20070113 6.8 7.3 8.8 5.5 8.8
"2361" 20070114 4.9 8.3 9.5 4.3 10
"2362" 20070115 1.3 4.8 4.7 1.3 5.9
"2363" 20070116 2.9 3.7 5.4 1.9 5.6
"2364" 20070117 5.6 4.8 7.1 3.3 6.7
"2365" 20070118 12.8 8.6 10.1 12.5 8.6
"2366" 20070119 6 7.8 9.2 13.9 8.5
"2367" 20070120 7.7 6.7 8.4 8.2 8.4
"2368" 20070121 7.2 8.5 9 7.1 8.3
"2369" 20070122 3.8 6.7 5.8 2 8.5
"2370" 20070123 7.3 1.8 1.2 5.1 3.5
"2371" 20070124 5.6 4 2.3 5.6 4.3
"2372" 20070125 4.5 2.7 3.5 1.6 5.7
"2373" 20070126 3.7 5.8 7 2.4 7.6
"2374" 20070128 6.8 8.3 9.3 9.1 9.4
"2375" 20070129 4.6 4.7 6.4 9.3 6.8
"2376" 20070130 2.1 5.3 5.5 3.1 6.9
"2377" 20070131 4.1 8.2 8.2 3.4 8.5
"2378" 20070201 3.4 3.9 3.9 4.8 5
"2379" 20070202 3 4.3 5.9 2.9 6.5
"2380" 20070203 3.6 5 6.3 5.2 7.2
"2381" 20070204 1.2 4.2 4.2 1.8 5.5
"2382" 20070205 3.3 4.6 3.7 4.1 5.3
"2383" 20070206 2.2 3.4 3.2 2.6 3.7
"2384" 20070207 1.3 1.7 2.3 2.1 3.5
"2385" 20070208 2.5 2.7 3.9 3.4 7.7
"2386" 20070209 4.4 2.3 4.1 2.6 9.9
"2387" 20070210 2.3 5.1 6.5 2.1 13.5
"2388" 20070211 5.4 4.8 6.3 4.1 8.7
"2389" 20070212 5 2.8 3.4 4.1 3.1
"2390" 20070213 6.9 3.8 4.6 9.3 2.6
"2391" 20070214 1.9 3.1 3.1 2.2 3.3
"2392" 20070215 3.3 3.5 3.5 5.8 3
"2393" 20070216 2.7 3.5 6.5 3.1 6.4
"2394" 20070217 2.2 6.2 6 4.3 6.2
"2395" 20070218 2.3 3.4 2.6 1.8 4
"2396" 20070219 1.4 2.3 1.5 1.2 2.2
"2397" 20070220 1.7 1.2 1.9 1.1 2.3
"2398" 20070221 2.3 5.1 4.1 1.3 4.3
"2399" 20070222 1.9 3.2 3.5 1.8 4
"2400" 20070224 3.4 6.1 5.7 2.8 5.5
"2401" 20070225 5.4 4.3 4.8 3 4.1
"2402" 20070226 5.2 5.9 6.4 6.7 6.4
"2403" 20070227 5.2 5.4 5.8 7.6 6.4
"2404" 20070228 7.1 6 6.8 9 6.1
"2405" 20070301 7.7 6 7.2 8.8 6
"2406" 20070302 5.4 6.5 7.1 6.2 5.9
"2407" 20070303 6.3 2.5 4 8.5 4.2
"2408" 20070304 1.9 2.3 3.1 2.9 3.6
"2409" 20070305 4.7 4.5 6 3.4 5.5
"2410" 20070306 3.9 4.2 6 1.7 5.7
"2411" 20070307 4.3 3 4.6 2.5 3.6
"2412" 20070308 2.3 3.1 3.8 3.1 4.4
"2413" 20070309 3.6 3.1 4.1 1.6 4.3
"2414" 20070310 3 3.8 4.2 3.5 4.9
"2415" 20070311 1.2 4.8 4.4 2 5.2
"2416" 20070312 2.1 1.2 2.2 2.5 2.8
"2417" 20070313 2.3 2.4 2.8 2.1 2.3
"2418" 20070314 2.9 2.9 2.3 2.2 4.6
"2419" 20070315 1.8 2.5 2 1.3 3.6
"2420" 20070316 1.8 4.2 4.9 2.1 6
"2421" 20070317 5.9 7.2 7.9 6.8 8.4
"2422" 20070318 8 8.3 9.9 9.6 10.8
"2423" 20070319 3.9 5.7 5.4 3.3 5
"2424" 20070320 3.1 2.3 4.2 4 6.8
"2425" 20070321 3.6 3.4 5.1 4.3 9.3
"2426" 20070322 4.2 2.6 6.3 6.2 9.8
"2427" 20070323 3.4 5 8 4.8 10.2
"2428" 20070324 3.1 6.5 6.6 3.8 9.6
"2429" 20070325 3.8 4.7 6.6 6.9 8.1
"2430" 20070326 3.9 4.6 5.5 7.5 7.3
"2431" 20070327 3.8 3.9 4.9 5.7 7.4
"2432" 20070328 2.4 4 3.9 2.3 5.2
"2433" 20070329 2.2 5.6 3.8 1.9 4.6
"2434" 20070330 2.7 3.6 3.1 3.2 5.7
"2435" 20070331 3.3 3.6 5.4 2.3 6.1
"2436" 20070401 4 3.3 5.3 2.4 5.2
"2437" 20070402 3.2 1.7 3.3 2.2 3.9
"2438" 20070404 6.1 2.9 2.7 5.1 4.4
"2439" 20070405 2 6.2 5.5 2.3 7.4
"2440" 20070406 1.5 4.4 3.8 1.8 5
"2441" 20070407 3.9 4 3.6 2.8 5.7
"2442" 20070408 1.8 5.2 5.8 1.7 7
"2443" 20070409 2.6 6.3 5.9 3.5 7.2
"2444" 20070410 2.5 5.3 6 3.2 6.4
"2445" 20070411 2.6 3.9 4 2 4.6
"2446" 20070412 3 1.8 3.2 3.5 3.3
"2447" 20070413 3.3 3 4.7 3.9 6.5
"2448" 20070414 3.2 3.2 4.3 3.6 5.5
"2449" 20070415 2.7 3 4.2 3.8 4.5
"2450" 20070416 2.3 2.8 2.7 3.4 3
"2451" 20070417 3.1 2.6 4.9 1.4 6.5
"2452" 20070418 3.2 4.9 5.2 3.9 6.9
"2453" 20070419 2.2 6.6 6.2 1.2 8.1
"2454" 20070420 3.1 5.3 4.8 2.7 7.3
"2455" 20070421 2.9 2.4 1.6 1.9 2.9
"2456" 20070422 2.2 2.9 3.6 2 3.9
"2457" 20070423 1.7 2.5 2.5 3.1 2.5
"2458" 20070424 1.6 2 2 1.7 2.2
"2459" 20070425 2.8 2.9 3.8 3.9 3.4
"2460" 20070426 2.9 2.8 2.7 3.7 3.4
"2461" 20070427 2.1 2 2.9 1.7 2.9
"2462" 20070428 1.5 2.7 4.1 1.6 4.4
"2463" 20070429 4.4 4.3 6.1 2.9 9.2
"2464" 20070430 4.5 2.9 4.2 4.4 4.3
"2465" 20070501 4.1 2.1 3.2 4.4 3.9
"2466" 20070502 3.7 2.1 2.1 5.8 3.4
"2467" 20070503 2.7 2.4 3.2 2.1 3.5
"2468" 20070504 4.3 2.8 3.9 4.5 5.5
"2469" 20070505 3.9 3.1 3.7 3.8 5.6
"2470" 20070506 2.9 1.9 3.3 2.2 3.8
"2471" 20070507 6.8 3.7 2.6 6.4 3.7
"2472" 20070508 7 5.3 6.6 8.2 7.6
"2473" 20070509 4.9 6 5.4 6.7 7.2
"2474" 20070510 6.8 4.9 6.5 6.6 6.6
"2475" 20070511 7.6 6.4 5.1 6.5 5
"2476" 20070512 6.2 3.6 3.9 5.9 4.4
"2477" 20070513 2 3.5 3.8 2.1 4
"2478" 20070514 3.6 4.4 6.1 4.2 6.4
"2479" 20070515 4.2 2.8 3.8 5.7 5.2
"2480" 20070516 4.2 3.9 4.6 3.3 5.3
"2481" 20070517 2.2 5.1 5 4 6.8
"2482" 20070518 2.2 3.6 3.7 1.8 4.5
"2483" 20070519 1.7 3.3 3.9 1.5 4.5
"2484" 20070520 2.4 2.5 3.5 2.6 3.8
"2485" 20070521 2.1 3.1 2.6 1.5 4.5
"2486" 20070522 2.9 2.8 3.2 4.6 3.4
"2487" 20070523 4.1 2.3 2.5 2 2.7
"2488" 20070524 2.4 2.5 1.9 2.9 2.7
"2489" 20070525 3.2 3.8 2.8 2.3 2
"2490" 20070526 2.7 2.1 3.3 2 4.3
"2491" 20070527 3.7 2.3 3.2 2.1 6.3
"2492" 20070528 4 2.1 2.3 6.4 3
"2493" 20070529 5.1 4.1 6.1 8.8 7.2
"2494" 20070530 2.4 4.2 4.2 3.2 5.3
"2495" 20070531 2 2.2 2.9 1.5 3.7
"2496" 20070601 2.6 3.2 3.5 4 4.7
"2497" 20070602 4.2 2.9 3.5 1.9 4.8
"2498" 20070603 3.1 2.3 3.6 2.3 6.2
"2499" 20070604 3 2 3.5 2.8 5
"2500" 20070605 4 1.4 2.8 3.3 3.9
"2501" 20070606 4.3 2.1 1.9 4.1 2.7
"2502" 20070607 3.9 2.4 3.7 4.6 3.2
"2503" 20070608 2 2.9 3.5 1.7 5
"2504" 20070609 2 2.2 3.3 1.9 5
"2505" 20070610 1.9 2 2.4 2.3 3.1
"2506" 20070611 2.1 1.7 2.2 2.2 3.3
"2507" 20070612 3 2.3 3.8 3 4.6
"2508" 20070613 2.3 2.4 3.2 2.1 4.2
"2509" 20070614 2 2.5 2.8 1.6 4.8
"2510" 20070615 3.7 2.8 3.4 4.7 8.3
"2511" 20070616 5 4.5 3.5 3.4 3
"2512" 20070617 3.7 3.6 3.9 1.6 3.3
"2513" 20070618 4.7 3.4 2 4.1 2
"2514" 20070619 1.6 2.3 1.9 1.7 3.1
"2515" 20070620 3.1 3 3.8 1.7 5
"2516" 20070621 3.2 2.8 1.6 4.1 2.4
"2517" 20070622 2.6 4.1 2.6 2.7 2.8
"2518" 20070623 4.5 3.7 3 5.8 3.6
"2519" 20070624 3.1 3.6 3.9 1.4 3.9
"2520" 20070625 3.9 2.9 3.7 3.6 4.2
"2521" 20070626 7.1 7.5 8 8.7 8.6
"2522" 20070627 5.5 9.8 8.1 5.5 10.6
